#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
1123.00,100.00,5.25,4.00
1128.00,100.00,5.04,4.00
1130.99,100.00,4.77,4.00
1139.99,100.00,5.14,4.00
1142.99,100.00,4.98,4.00
1144.99,100.00,4.21,4.00
1153.99,100.00,4.34,4.00
1158.99,100.00,4.53,4.00
1161.99,100.00,4.03,4.00
1161.99,100.00,4.03,4.00
1172.99,100.00,4.22,4.00
1176.99,100.00,3.99,4.00
1178.99,100.00,3.93,4.00
1181.99,100.00,3.93,4.00
1187.99,100.00,3.89,4.00
1193.99,100.00,3.77,4.00
1195.99,99.00,3.71,4.00
1195.99,100.00,3.54,4.00
1209.99,100.00,3.93,4.00
1214.99,100.00,3.77,4.00
1216.99,100.00,3.74,4.00
1221.99,100.00,3.71,4.00
1228.99,100.00,3.90,4.00
1232.99,100.00,3.69,4.00
1233.98,99.00,3.60,4.00
1240.98,99.00,3.82,4.00
1246.98,99.00,3.67,4.00
1248.98,99.00,3.56,4.00
1258.98,99.00,3.83,4.00
1262.98,99.00,3.99,4.00
1265.98,99.00,3.64,4.00
1267.98,99.00,3.58,4.00
1275.98,99.00,3.83,4.00
1280.98,99.00,3.89,4.00
1286.98,100.00,3.92,4.00
1287.98,100.00,3.71,4.00
1294.99,100.00,3.90,4.00
1298.99,100.00,4.06,4.00
1303.99,100.00,3.72,4.00
1308.99,100.00,3.73,4.00
1314.00,100.00,3.83,4.00
1318.00,100.00,3.82,4.00
1323.00,101.00,3.73,4.00
1325.00,101.00,3.64,4.00
1334.00,101.00,3.98,4.00
1338.00,101.00,3.84,4.00
1340.00,101.00,3.69,4.00
1350.00,101.00,3.99,4.00
1353.00,101.00,3.74,4.00
1358.00,101.00,3.75,4.00
1364.00,101.00,3.89,4.00
1365.00,101.00,3.85,4.00
1372.00,101.00,3.76,4.00
1376.00,101.00,3.75,4.00
1376.00,101.00,3.50,4.00
1389.00,101.00,3.96,4.00
1395.00,100.00,3.93,4.00
1396.00,100.00,3.80,4.00
1402.99,100.00,3.86,4.00
1404.99,100.00,3.73,4.00
1404.99,100.00,3.55,4.00
1410.99,100.00,3.64,4.00
1422.00,100.00,3.82,4.00
1428.00,100.00,4.00,4.00
1433.00,100.00,3.82,4.00
1432.99,100.00,3.66,4.00
1438.98,99.00,3.82,4.00
1443.98,99.00,3.64,4.00
1450.98,99.00,3.77,4.00
1456.98,99.00,3.84,4.00
1457.98,99.00,3.63,4.00
1458.97,99.00,3.62,4.00
1466.97,99.00,3.71,4.00
1474.97,99.00,3.85,4.00
1481.98,99.00,4.12,4.00
1482.98,99.00,3.66,4.00
1483.98,99.00,3.47,4.00
1493.98,99.00,3.78,4.00
1500.98,100.00,3.82,4.00
1505.98,100.00,3.95,4.00
1507.99,100.00,4.02,4.00
1511.99,100.00,3.94,4.00
1516.99,100.00,3.75,4.00
1521.99,100.00,3.69,4.00
1522.00,101.00,3.50,4.00
1535.00,101.00,4.00,4.00
1535.00,101.00,3.77,4.00
1541.00,101.00,3.78,4.00
1547.00,101.00,3.78,4.00
1551.00,102.00,3.70,4.00
1567.00,101.00,4.23,4.00
1567.00,101.00,4.19,4.00
1567.00,101.00,3.86,4.00
1567.99,101.00,3.59,4.00
1580.99,101.00,3.82,4.00
1587.99,101.00,4.07,4.00
1590.99,100.00,4.14,4.00
1594.99,100.00,3.95,4.00
1594.99,100.00,3.65,4.00
1605.99,100.00,3.84,4.00
1613.99,101.00,4.10,4.00
1613.99,100.00,3.93,4.00
1613.98,100.00,3.72,4.00
1621.98,100.00,3.84,4.00
1622.98,100.00,3.88,4.00
1623.98,100.00,3.42,4.00
1637.98,100.00,3.92,4.00
1638.98,101.00,3.75,4.00
1641.98,100.00,3.63,4.00
1653.97,100.00,3.89,4.00
1656.97,100.00,3.44,4.00
1661.97,100.00,3.63,4.00
1664.98,100.00,3.75,4.00
1665.98,100.00,3.75,4.00
1679.98,100.00,3.83,4.00
1678.99,100.00,3.50,4.00
1679.99,100.00,3.44,4.00
1687.99,100.00,3.61,4.00
1700.99,100.00,4.07,4.00
1708.99,100.00,4.01,4.00
1703.99,100.00,3.49,4.00
1703.98,100.00,3.49,4.00
1716.98,100.00,3.99,4.00
1727.98,100.00,4.14,4.00
1736.99,100.00,4.42,4.00
1735.99,100.00,4.33,4.00
1740.99,100.00,4.04,4.00
1740.99,100.00,4.00,4.00
1753.99,100.00,4.34,4.00
1761.99,100.00,4.24,4.00
1760.99,100.00,4.08,4.00
1761.00,100.00,3.89,4.00
1761.00,100.00,3.77,4.00
1782.00,100.00,4.61,4.00
1788.00,100.00,4.24,4.00
1789.00,100.00,4.32,4.00
1790.00,100.00,4.32,3.90
1790.00,100.00,3.98,3.80
1798.00,100.00,3.85,3.70
1812.00,100.00,4.06,3.60
1811.99,100.00,4.25,3.50
1810.99,100.00,4.21,3.40
1810.99,100.00,3.71,3.30
1814.98,100.00,3.40,3.20
1829.98,100.00,3.70,3.10
1833.98,101.00,3.91,3.00
1832.98,101.00,3.66,2.90
1827.98,101.00,3.46,2.80
1834.98,101.00,3.28,2.70
1847.98,101.00,3.45,2.60
1847.98,101.00,3.49,2.50
1853.98,101.00,3.72,2.40
1844.98,101.00,3.34,2.30
1855.97,101.00,2.86,2.20
1864.97,101.00,3.02,2.10
1875.97,101.00,3.44,2.00
1876.99,100.00,3.43,1.90
1880.99,100.00,3.60,1.80
1880.99,100.00,3.27,1.70
1887.98,100.00,3.00,1.60
1891.98,100.00,3.15,1.50
1890.98,100.00,3.15,1.40
1890.99,100.00,3.15,1.30
1907.99,100.00,3.71,1.20
1919.99,100.00,3.59,1.10
1917.99,100.00,3.35,1.00
1920.99,100.00,3.51,0.90
1918.99,100.00,3.64,0.80
1915.00,100.00,3.20,0.70
1915.00,100.00,2.70,0.60
1941.00,100.00,2.70,0.50
1935.00,100.00,2.48,0.40
1945.00,100.00,2.67,0.30
1951.00,100.00,3.29,0.20
1949.00,100.00,2.82,0.10
1953.00,100.00,2.59,0.00
1952.00,100.00,2.09,0.00
1959.00,100.00,2.32,0.00
1963.00,100.00,2.31,0.00
1974.00,100.00,2.73,0.00
1974.00,100.00,2.46,0.00
1976.00,100.00,2.38,0.00
1980.00,100.00,2.59,0.00
1980.00,100.00,2.59,0.00
1980.00,100.00,1.88,0.00
1975.00,100.00,1.17,0.00
1977.00,100.00,1.32,0.00
1977.00,100.00,1.19,0.00
1977.00,100.00,1.27,0.00
1979.00,100.00,1.51,0.00
1978.99,100.00,1.51,0.00
1981.99,100.00,1.85,0.00
1984.99,100.00,1.55,0.00
1983.99,100.00,1.27,0.00
1976.99,100.00,1.06,0.00
1976.99,100.00,0.92,0.00
1979.99,101.00,1.07,0.00
1978.99,101.00,0.77,0.00
1978.99,100.00,0.61,0.00
1978.99,100.00,0.19,0.00
1976.99,100.00,0.12,0.00
1976.99,100.00,0.05,0.00
1977.99,100.00,-0.08,0.00
1976.99,100.00,-0.11,0.00
1977.99,100.00,-0.07,0.00
1976.99,100.00,0.10,0.00
1978.99,100.00,0.10,0.00
1977.99,100.00,0.06,0.00
1977.99,100.00,0.06,0.00
1977.99,100.00,-0.02,0.00
1978.99,100.00,0.02,0.00
1975.99,100.00,-0.23,0.00
1975.99,100.00,-0.36,0.00
1978.99,100.00,-0.20,0.00
1976.99,100.00,0.02,0.00
1975.99,100.00,-0.02,0.00
1975.99,100.00,-0.14,0.00
1977.99,100.00,-0.02,0.00
1977.99,100.00,-0.02,0.00
1977.99,100.00,-0.02,0.00
1976.99,100.00,0.01,0.00
1977.99,100.00,0.05,0.00
1977.99,100.00,0.01,0.00
1977.99,100.00,0.04,0.00
1977.99,100.00,0.00,0.00
1977.99,100.00,0.04,0.00
1978.99,100.00,0.00,0.00
1978.99,100.00,0.04,0.00
1978.99,100.00,0.04,0.00
1978.99,100.00,0.04,0.00
1978.99,100.00,-0.00,0.00
1977.99,100.00,0.09,0.00
1977.99,100.00,0.09,0.00
1977.99,100.00,-0.04,0.00
1977.99,100.00,0.04,0.00
1976.99,100.00,0.04,0.00
1976.99,100.00,0.04,0.00
1977.99,100.00,-0.00,0.00
1977.99,100.00,-0.00,0.00
1977.99,100.00,-0.00,0.00
1979.99,100.00,0.12,0.00
1978.99,100.00,0.05,0.00
1977.99,100.00,0.01,0.00
1975.99,100.00,-0.07,0.00
1976.99,100.00,-0.03,0.00
1977.99,100.00,0.01,0.00
1976.99,100.00,-0.07,0.00
1976.99,100.00,-0.07,0.00
1980.99,100.00,0.09,0.00
1980.99,100.00,0.09,0.00
1980.99,100.00,0.09,0.00
1980.99,100.00,0.13,0.00
1975.99,100.00,-0.06,0.00
1977.99,100.00,0.01,0.00
1976.99,100.00,-0.03,0.00
1977.99,100.00,0.05,0.00
1978.99,100.00,0.09,0.00
1978.99,100.00,0.05,0.00
1974.99,100.00,-0.11,0.00
1976.99,100.00,-0.04,0.00
1978.99,100.00,-0.04,0.00
1977.99,100.00,-0.05,0.00
1977.99,100.00,-0.01,0.00
1975.99,100.00,-0.01,0.00
1977.99,100.00,0.03,0.00
1977.99,100.00,-0.01,0.00
1977.99,100.00,0.04,0.00
1978.99,100.00,0.08,0.00
1978.99,100.00,-0.09,0.00
1976.99,100.00,-0.16,0.00
1973.99,100.00,-0.28,0.00
1976.99,100.00,-0.17,0.00
1975.99,100.00,-0.02,0.00
1975.99,100.00,-0.09,0.00
1976.99,100.00,-0.01,0.00
1977.99,100.00,-0.02,0.00
1978.99,100.00,-0.01,0.00
1975.99,100.00,-0.14,0.00
1977.99,100.00,0.10,0.00
1977.99,100.00,0.03,0.00
1977.99,100.00,-0.05,0.00
1978.99,100.00,0.03,0.00
1977.99,100.00,-0.01,0.00
1978.99,100.00,0.11,0.00
1976.99,100.00,-0.05,0.00
1978.99,100.00,0.02,0.00
1978.99,100.00,0.02,0.00
1978.99,100.00,-0.02,0.00
1978.99,100.00,-0.02,0.00
1977.99,100.00,0.01,0.00
1977.99,100.00,0.13,0.00
1977.99,100.00,0.02,0.00
1977.99,100.00,0.05,0.00
1977.99,100.00,0.05,0.00
1977.99,100.00,0.01,0.00
1977.99,100.00,-0.02,0.00
1977.99,100.00,-0.07,0.00
1977.99,100.00,0.06,0.00
1977.99,100.00,-0.01,0.00
1977.99,100.00,-0.01,0.00
1979.99,100.00,0.07,0.00
1980.99,101.00,0.07,0.00
1978.99,101.00,0.02,0.00
1978.99,100.00,-0.02,0.00
1978.99,100.00,0.06,0.00
1978.99,100.00,-0.01,0.00
1979.99,100.00,0.03,0.00
1978.99,100.00,-0.00,0.00
1978.99,100.00,-0.00,0.00
1979.99,100.00,0.08,0.00
1979.99,100.00,0.08,0.00
1976.99,100.00,-0.04,0.00
1977.99,100.00,0.00,0.00
1976.99,100.00,-0.03,0.00
1977.99,100.00,0.01,0.00
1977.99,100.00,0.01,0.00
1976.99,100.00,-0.03,0.00
1978.99,100.00,0.06,0.00
1975.99,100.00,-0.06,0.00
1977.99,100.00,0.02,0.00
1976.99,100.00,-0.10,0.00
1976.99,100.00,-0.14,0.00
1975.99,100.00,-0.09,0.00
1976.99,100.00,-0.05,0.00
1976.99,100.00,-0.05,0.00
1977.99,100.00,-0.01,0.00
1977.99,100.00,-0.05,0.00
1977.99,100.00,-0.02,0.00
1977.99,100.00,-0.02,0.00
1977.99,100.00,-0.06,0.00
1977.99,100.00,-0.06,0.00
1976.99,100.00,0.02,0.00
1979.99,100.00,0.08,0.00
1978.99,100.00,0.08,0.00
1978.99,100.00,0.04,-0.10
1977.99,100.00,0.00,-0.20
1977.99,100.00,0.04,-0.30
1977.99,100.00,-0.05,-0.40
1976.99,100.00,0.03,-0.50
1979.99,100.00,0.07,-0.60
1979.99,101.00,0.11,-0.70
1977.99,100.00,0.04,-0.80
1978.99,100.00,0.11,-0.90
1977.99,100.00,0.03,-1.00
1978.99,100.00,0.07,-1.10
1978.99,100.00,0.03,-1.20
1978.99,100.00,0.03,-1.30
1978.99,100.00,0.03,-1.40
1978.99,100.00,0.03,-1.50
1975.99,100.00,-0.10,-1.60
1977.99,100.00,-0.01,-1.70
1977.99,100.00,0.03,-1.80
1976.99,100.00,-0.12,-1.90
1975.99,100.00,-0.12,-2.00
1976.99,100.00,-0.08,-2.10
1977.99,100.00,-0.01,-2.20
1977.99,100.00,-0.01,-2.30
1977.99,100.00,-0.01,-2.40
1976.99,100.00,-0.01,-2.50
1976.99,100.00,-0.12,-2.60
1977.99,100.00,-0.09,-2.70
1977.99,100.00,-0.01,-2.80
1977.99,100.00,-0.06,-2.90
1973.99,101.00,-0.16,-3.00
1973.99,100.00,-0.19,-3.10
1976.99,100.00,-0.08,-3.20
1976.99,100.00,-0.08,-3.30
1975.99,100.00,-0.12,-3.40
1976.99,100.00,-0.07,-3.50
1975.99,100.00,0.01,-3.60
1978.99,100.00,0.06,-3.70
1977.99,100.00,0.01,-3.80
1977.99,100.00,0.06,-3.90
1977.99,100.00,0.10,-4.00
1978.99,100.00,0.10,-4.00
1978.99,100.00,0.06,-4.00
1977.99,100.00,0.02,-4.00
1977.99,100.00,0.02,-4.00
1974.99,100.00,-0.06,-4.00
1977.99,100.00,0.04,-4.00
1984.99,101.00,0.30,-4.00
1998.99,100.00,0.88,-4.00
1999.97,100.00,0.92,-4.00
2002.97,100.00,1.19,-4.00
1999.97,100.00,1.07,-4.00
1995.97,100.00,0.80,-4.00
1993.97,100.00,0.72,-4.00
1989.97,100.00,0.60,-4.00
1989.99,100.00,0.56,-4.00
1982.99,100.00,0.30,-4.00
1978.99,100.00,0.01,-4.00
1973.00,100.00,-0.16,-4.00
1962.00,100.00,-0.62,-4.00
1957.00,100.00,-0.83,-4.00
1955.00,100.00,-0.95,-4.00
1953.00,100.00,-1.03,-4.00
1950.00,100.00,-1.10,-4.00
1952.00,100.00,-1.02,-4.00
1935.99,100.00,-1.47,-4.00
1928.99,100.00,-1.87,-4.00
1928.99,100.00,-2.16,-4.00
1927.99,100.00,-2.78,-4.00
1926.99,100.00,-2.85,-4.00
1926.99,100.00,-2.98,-4.00
1915.99,100.00,-3.29,-4.00
1897.99,100.00,-3.82,-4.00
1893.99,100.00,-3.91,-4.00
1897.99,100.00,-3.60,-4.00
1894.99,100.00,-3.73,-4.00
1889.99,100.00,-3.65,-4.00
1872.98,100.00,-4.09,-4.00
1870.98,100.00,-3.96,-4.00
1872.98,100.00,-3.42,-4.00
1871.98,99.00,-3.25,-4.00
1871.98,99.00,-3.17,-4.00
1855.98,99.00,-3.76,-4.00
1847.98,99.00,-3.98,-4.00
1847.99,99.00,-4.07,-4.00
1851.99,99.00,-3.33,-4.00
1849.99,99.00,-3.12,-4.00
1841.00,99.00,-3.44,-4.00
1829.00,99.00,-3.90,-4.00
1834.00,99.00,-3.67,-4.00
1836.00,99.00,-3.59,-4.00
1833.00,99.00,-3.29,-4.00
1824.00,99.00,-2.97,-4.00
1813.00,99.00,-3.19,-4.00
1812.00,99.00,-3.38,-4.00
1810.00,99.00,-3.34,-4.00
1803.99,99.00,-3.34,-4.00
1792.99,99.00,-3.19,-4.00
1789.99,99.00,-3.23,-4.00
1783.00,100.00,-3.57,-4.00
1781.00,100.00,-3.61,-4.00
1772.00,100.00,-3.99,-4.00
1768.99,100.00,-3.43,-4.00
1763.99,100.00,-3.30,-4.00
1750.99,100.00,-3.84,-4.00
1746.99,100.00,-4.18,-4.00
1746.99,100.00,-4.09,-4.00
1746.99,100.00,-3.77,-4.00
1731.99,100.00,-3.85,-4.00
1718.98,100.00,-4.54,-4.00
1711.98,100.00,-4.89,-4.00
1713.98,100.00,-4.69,-4.00
1710.98,100.00,-4.42,-4.00
1704.98,100.00,-4.28,-4.00
1698.98,100.00,-4.49,-4.00
1688.98,100.00,-4.76,-4.00
1688.98,100.00,-4.55,-4.00
1685.98,100.00,-4.20,-4.00
1678.98,100.00,-4.36,-4.00
1668.98,100.00,-4.47,-4.00
1663.98,99.00,-4.60,-4.00
1661.99,99.00,-4.30,-4.00
1654.99,100.00,-4.48,-4.00
1653.99,99.00,-4.32,-4.00
1649.00,99.00,-3.95,-4.00
1640.00,99.00,-4.16,-4.00
1639.00,99.00,-4.20,-4.00
1636.00,99.00,-4.32,-4.00
1630.00,99.00,-3.97,-4.00
1627.00,99.00,-3.59,-4.00
1615.00,99.00,-3.82,-4.00
1615.00,99.00,-3.90,-4.00
1612.00,100.00,-3.92,-4.00
1609.00,99.00,-3.80,-4.00
1596.00,100.00,-4.01,-4.00
1590.00,99.00,-3.90,-4.00
1589.00,99.00,-3.94,-4.00
1589.00,100.00,-3.83,-4.00
1578.00,100.00,-3.98,-4.00
1572.00,100.00,-3.84,-4.00
1571.00,100.00,-3.67,-4.00
1562.00,100.00,-3.98,-4.00
1559.00,100.00,-3.81,-4.00
1551.00,100.00,-4.05,-4.00
1551.00,100.00,-3.88,-4.00
1541.00,100.00,-3.89,-4.00
1531.00,100.00,-4.23,-4.00
1530.00,100.00,-4.15,-4.00
1520.00,100.00,-4.34,-4.00
1516.00,99.00,-4.39,-4.00
1511.99,100.00,-4.03,-4.00
1505.99,100.00,-4.28,-4.00
1494.99,100.00,-4.61,-4.00
1492.99,99.00,-4.56,-4.00
1490.99,99.00,-4.18,-4.00
1488.99,99.00,-4.01,-4.00
1480.99,99.00,-4.28,-4.00
1474.99,99.00,-4.51,-4.00
1463.99,99.00,-4.54,-4.00
1461.99,99.00,-4.36,-4.00
1454.99,99.00,-4.62,-4.00
1452.99,99.00,-4.33,-4.00
1445.98,99.00,-4.45,-4.00
1438.98,99.00,-4.46,-4.00
1437.98,99.00,-4.50,-4.00
1431.99,100.00,-4.34,-4.00
1429.99,100.00,-4.04,-4.00
1414.99,100.00,-4.62,-4.00
1413.00,100.00,-4.28,-4.00
1409.00,100.00,-4.28,-4.00
1405.00,100.00,-4.30,-4.00
1397.00,100.00,-4.34,-4.00
1393.00,100.00,-4.04,-4.00
1389.00,100.00,-4.14,-4.00
1389.00,100.00,-4.06,-4.00
1378.00,100.00,-4.40,-4.00
1375.00,100.00,-4.21,-4.00
1370.00,100.00,-4.19,-4.00
1363.00,100.00,-3.98,-4.00
1358.00,100.00,-4.12,-4.00
1355.00,100.00,-3.95,-4.00
1351.99,100.00,-3.97,-4.00
1340.99,100.00,-4.18,-4.00
1337.99,100.00,-4.01,-4.00
1335.00,100.00,-4.08,-4.00
1327.00,100.00,-4.16,-4.00
1324.00,100.00,-4.21,-4.00
1317.99,99.00,-3.80,-4.00
1312.99,100.00,-3.93,-4.00
1305.99,100.00,-4.06,-4.00
1301.99,99.00,-4.04,-4.00
1298.99,100.00,-3.87,-4.00
1294.99,100.00,-3.86,-4.00
1285.99,99.00,-4.04,-4.00
1282.99,99.00,-4.17,-4.00
1278.99,99.00,-3.90,-4.00
1272.99,99.00,-4.03,-4.00
1265.99,99.00,-4.07,-4.00
1260.99,100.00,-4.03,-4.00
1258.99,100.00,-3.91,-4.00
1259.00,100.00,-3.78,-4.00
1247.00,100.00,-4.17,-4.00
1242.00,100.00,-3.91,-4.00
1236.99,100.00,-3.99,-4.00
1229.99,100.00,-4.14,-4.00
1224.99,100.00,-4.04,-4.00
1221.99,100.00,-4.02,-4.00
1217.99,100.00,-3.97,-4.00
1208.99,99.00,-4.14,-4.00
1213.00,99.00,-3.71,-4.00
1207.00,100.00,-3.81,-4.00
1207.00,100.00,-3.69,-4.00
1193.99,100.00,-4.03,-4.00
1188.99,100.00,-3.88,-4.00
1181.99,100.00,-4.05,-4.00
1177.99,100.00,-4.04,-4.00
1169.99,100.00,-4.12,-4.00
1167.99,100.00,-3.95,-4.00
1161.99,100.00,-3.99,-4.00
1155.99,100.00,-4.13,-4.00
1150.99,100.00,-4.33,-4.00
1146.99,100.00,-3.99,-4.00
1139.98,99.00,-4.07,-4.00
1131.98,99.00,-4.18,-4.00
1128.98,99.00,-4.04,-4.00
1126.99,99.00,-3.90,-4.00
1117.99,99.00,-4.17,-4.00
1112.99,99.00,-4.21,-4.00
1107.99,99.00,-4.01,-4.00
1104.99,99.00,-4.28,-4.00
1097.99,100.00,-4.30,-4.00
1091.99,100.00,-4.53,-4.00
1087.99,99.00,-4.18,-4.00
1083.99,99.00,-4.16,-4.00
1073.99,99.00,-4.22,-4.00
1069.99,100.00,-4.25,-4.00
1067.99,100.00,-4.00,-4.00
1067.99,99.00,-3.91,-4.00
1054.99,100.00,-4.21,-4.00
1048.99,100.00,-4.24,-4.00
1044.99,100.00,-4.19,-4.00
1045.00,100.00,-4.03,-4.00
1033.00,100.00,-4.23,-4.00
1027.00,100.00,-4.17,-4.00
1025.00,100.00,-4.11,-4.00
1015.00,100.00,-4.46,-4.00
1012.00,100.00,-4.21,-4.00
1008.00,100.00,-4.14,-4.00
1008.00,100.00,-3.97,-4.00
994.00,100.00,-4.38,-4.00
991.99,100.00,-4.19,-4.00
988.99,100.00,-4.07,-4.00
977.99,99.00,-4.38,-4.00
974.99,99.00,-4.32,-4.00
971.99,100.00,-4.08,-4.00
965.99,100.00,-4.17,-4.00
958.99,100.00,-4.33,-4.00
955.99,99.00,-4.46,-4.00
951.99,99.00,-4.07,-4.00
947.99,99.00,-3.98,-4.00
938.99,99.00,-4.17,-4.00
934.99,99.00,-4.33,-4.00
928.99,99.00,-4.12,-4.00
925.00,99.00,-4.02,-4.00
920.00,99.00,-4.15,-4.00
916.00,99.00,-3.90,-4.00
910.00,99.00,-3.99,-4.00
902.00,99.00,-4.18,-4.00
897.00,99.00,-4.37,-4.00
893.00,99.00,-3.99,-4.00
889.00,99.00,-4.07,-4.00
881.00,99.00,-4.28,-4.00
879.00,99.00,-3.90,-4.00
876.00,99.00,-3.92,-4.00
876.00,99.00,-3.79,-4.00
863.00,99.00,-4.00,-4.00
858.00,99.00,-3.96,-4.00
853.00,99.00,-4.03,-4.00
853.00,99.00,-3.88,-4.00
842.00,99.00,-4.15,-4.00
839.00,99.00,-3.92,-4.00
833.99,99.00,-3.94,-4.00
823.99,99.00,-4.10,-4.00
818.99,99.00,-4.17,-4.00
814.99,99.00,-4.13,-4.00
810.99,99.00,-4.10,-4.00
800.99,99.00,-4.31,-4.00
796.99,100.00,-4.13,-4.00
790.99,100.00,-4.17,-4.00
783.99,100.00,-4.28,-4.00
777.99,100.00,-4.38,-4.00
773.99,100.00,-4.19,-4.00
770.99,100.00,-4.24,-4.00
764.99,100.00,-4.36,-4.00
760.99,100.00,-4.51,-4.00
755.99,100.00,-4.25,-4.00
752.99,100.00,-4.16,-4.00
742.99,100.00,-4.35,-4.00
737.99,100.00,-4.54,-4.00
734.99,100.00,-4.25,-4.00
729.99,100.00,-4.30,-4.00
722.99,100.00,-4.41,-4.00
718.99,100.00,-4.16,-4.00
714.99,100.00,-4.10,-4.00
705.99,100.00,-4.30,-4.00
702.99,100.00,-4.29,-4.00
697.99,100.00,-4.06,-4.00
694.00,100.00,-4.06,-4.00
686.00,100.00,-4.14,-4.00
681.00,100.00,-4.08,-4.00
676.00,100.00,-4.01,-4.00
676.00,100.00,-3.86,-4.00
669.00,100.00,-4.03,-3.90
664.00,100.00,-3.96,-3.80
660.00,100.00,-3.98,-3.70
660.00,100.00,-3.77,-3.60
648.00,100.00,-4.12,-3.50
644.00,100.00,-3.89,-3.40
640.00,100.00,-3.86,-3.30
632.99,100.00,-3.99,-3.20
628.99,100.00,-3.98,-3.10
616.99,100.00,-4.19,-3.00
609.00,100.00,-4.30,-2.90
603.00,100.00,-4.41,-2.80
600.00,100.00,-4.15,-2.70
597.99,100.00,-4.10,-2.60
582.99,100.00,-4.49,-2.50
581.99,100.00,-4.38,-2.40
574.99,100.00,-4.36,-2.30
573.99,100.00,-4.19,-2.20
568.99,100.00,-4.22,-2.10
563.99,100.00,-4.43,-2.00
563.00,100.00,-4.17,-1.90
557.00,100.00,-4.24,-1.80
551.00,100.00,-4.31,-1.70
550.00,99.00,-4.34,-1.60
543.00,99.00,-4.15,-1.50
542.00,100.00,-4.04,-1.40
535.00,100.00,-4.12,-1.30
534.00,99.00,-3.91,-1.20
529.00,99.00,-3.96,-1.10
529.00,99.00,-3.46,-1.00
526.00,100.00,-3.30,-0.90
526.00,100.00,-3.05,-0.80
519.00,100.00,-3.20,-0.70
517.00,100.00,-3.20,-0.60
516.00,100.00,-2.66,-0.50
516.00,101.00,-2.62,-0.40
513.00,101.00,-2.46,-0.30
513.00,101.00,-2.42,-0.20
512.00,101.00,-2.25,-0.10
509.00,101.00,-2.15,-0.00
34
509.00,101.00,-2.12,0.00
508.00,101.00,-1.91,0.00
508.00,101.00,-1.67,0.00
508.00,101.00,-1.64,0.00
507.00,101.00,-1.41,0.00
507.00,101.00,-1.37,0.00
507.00,101.00,-1.12,0.00
508.00,101.00,-1.03,0.00
507.00,101.00,-0.86,0.00
507.00,101.00,-0.86,0.00
507.00,101.00,-0.74,0.00
510.00,101.00,-0.62,0.00
508.00,101.00,-0.43,0.00
508.00,101.00,-0.35,0.00
508.00,101.00,-0.31,0.00
508.00,101.00,-0.31,0.00
510.00,101.00,-0.10,0.00
509.00,101.00,-0.14,0.00
510.00,101.00,-0.05,0.00
511.00,101.00,0.10,0.00
509.00,101.00,0.02,0.00
510.00,101.00,0.10,0.00
508.00,101.00,0.02,0.00
510.00,101.00,0.10,0.00
510.00,101.00,0.14,0.00
508.00,101.00,0.06,0.00
508.00,101.00,0.06,0.00
510.00,101.00,0.09,0.00
512.00,101.00,0.21,0.00
508.00,101.00,0.05,0.00
508.00,100.00,0.05,0.00
508.00,101.00,-0.06,0.00
511.00,101.00,0.14,0.00
509.00,101.00,0.07,0.00
509.00,101.00,0.07,0.00
508.00,101.00,0.03,0.00
508.00,101.00,-0.05,0.00
508.00,101.00,-0.02,0.00
511.00,101.00,0.05,0.00
509.00,101.00,-0.06,0.00
509.00,101.00,0.01,0.00
509.00,101.00,-0.03,0.00
508.00,101.00,0.01,0.00
508.00,101.00,-0.07,0.00
507.00,101.00,-0.12,0.00
508.00,101.00,0.01,0.00
509.00,101.00,0.05,0.00
508.00,101.00,-0.07,0.00
508.00,101.00,-0.15,0.00
507.00,101.00,-0.04,0.00
509.00,101.00,0.04,0.00
509.00,101.00,0.04,0.00
509.00,101.00,-0.08,0.00
509.00,101.00,-0.01,0.00
507.00,101.00,-0.10,0.00
507.00,101.00,-0.05,0.00
508.00,101.00,-0.01,0.00
507.00,101.00,-0.05,0.00
512.00,101.00,0.03,0.00
509.00,101.00,-0.01,0.00
508.00,101.00,-0.05,0.00
510.00,101.00,0.02,0.00
510.00,101.00,0.06,0.00
508.00,101.00,-0.02,0.00
507.00,101.00,-0.02,0.00
507.00,101.00,-0.07,0.00
507.00,101.00,-0.10,0.00
507.00,101.00,-0.06,0.00
508.00,101.00,-0.02,0.00
509.00,101.00,0.06,0.00
509.00,101.00,-0.02,0.00
509.00,101.00,-0.02,0.00
509.00,101.00,-0.02,0.00
509.00,101.00,-0.02,0.00
507.00,101.00,-0.01,0.00
508.00,100.00,0.03,0.00
508.00,101.00,-0.01,0.00
508.00,101.00,0.03,0.00
508.00,101.00,-0.16,0.00
508.00,101.00,-0.05,0.00
508.00,101.00,-0.08,0.00
509.00,101.00,-0.04,0.00
509.00,101.00,0.05,0.00
507.00,101.00,0.01,0.00
507.00,101.00,0.01,0.00
508.00,101.00,0.04,0.00
509.00,101.00,0.08,0.00
509.00,101.00,0.04,0.00
509.00,101.00,0.01,0.00
508.00,101.00,-0.03,0.00
508.00,101.00,-0.03,0.00
508.00,101.00,-0.03,0.00
508.00,101.00,-0.03,0.00
508.00,101.00,0.04,0.00
508.00,101.00,-0.00,0.00
508.00,101.00,-0.00,0.00
508.00,101.00,-0.00,0.00
